date,centre_name,commodity_name,price
2001-09-10,DELHI,Cabbage,26
2001-09-11,DELHI,Cabbage,24
2001-09-11,MUMBAI,Cabbage,23
2001-10-08,DELHI,Cabbage,19
2001-10-09,DELHI,Cabbage,21
2001-10-09,MUMBAI,Cabbage,22
2001-10-10,DELHI,Cabbage,27
2001-10-12,DELHI,Cabbage,22
2001-10-12,MUMBAI,Cabbage,16
2001-10-12,KOLKATA,Cabbage,20
2001-10-13,DELHI,Cabbage,42
2001-10-13,MUMBAI,Cabbage,32
2001-10-13,KOLKATA,Cabbage,28
2001-11-10,DELHI,Cabbage,26
2001-11-11,DELHI,Cabbage,18
2001-11-11,MUMBAI,Cabbage,24
2001-11-12,MUMBAI,Cabbage,12
2001-11-12,KOLKATA,Cabbage,20
2001-11-13,DELHI,Cabbage,53
2001-11-13,MUMBAI,Cabbage,34
2001-11-13,KOLKATA,Cabbage,32
2001-12-08,DELHI,Cabbage,20
2001-12-08,MUMBAI,Cabbage,18
2001-12-09,DELHI,Cabbage,11
2001-12-09,MUMBAI,Cabbage,17
2001-12-10,DELHI,Cabbage,26
2001-12-11,DELHI,Cabbage,12
2002-01-09,DELHI,Cabbage,20
2002-01-09,MUMBAI,Cabbage,18
2002-01-12,DELHI,Cabbage,14
2002-01-12,MUMBAI,Cabbage,13
2002-01-13,DELHI,Cabbage,16
2002-01-13,MUMBAI,Cabbage,12
2002-01-13,KOLKATA,Cabbage,8
2002-01-14,DELHI,Cabbage,22
2002-01-14,MUMBAI,Cabbage,29
2002-01-14,KOLKATA,Cabbage,10
2002-02-09,DELHI,Cabbage,20
2002-02-09,MUMBAI,Cabbage,18
2002-02-10,DELHI,Cabbage,11
2002-02-11,DELHI,Cabbage,12
2002-02-12,DELHI,Cabbage,14
2002-02-12,MUMBAI,Cabbage,15
2002-03-09,DELHI,Cabbage,20
2002-03-09,MUMBAI,Cabbage,18
2002-03-10,DELHI,Cabbage,11
2002-03-10,MUMBAI,Cabbage,18
2002-03-12,DELHI,Cabbage,17
2002-03-12,MUMBAI,Cabbage,18
2002-04-09,DELHI,Cabbage,9
2002-04-09,MUMBAI,Cabbage,14
2002-04-12,DELHI,Cabbage,21
2002-04-12,MUMBAI,Cabbage,28
2002-04-13,DELHI,Cabbage,15
2002-04-13,MUMBAI,Cabbage,18
2002-04-13,KOLKATA,Cabbage,8
2002-05-11,DELHI,Cabbage,12
2002-05-12,DELHI,Cabbage,23
2002-05-12,MUMBAI,Cabbage,24
2002-05-13,DELHI,Cabbage,18
2002-05-13,MUMBAI,Cabbage,22
2002-05-13,KOLKATA,Cabbage,8
2002-06-09,DELHI,Cabbage,10
2002-06-09,MUMBAI,Cabbage,16
2002-06-10,DELHI,Cabbage,10
2002-06-11,DELHI,Cabbage,11
2002-07-09,DELHI,Cabbage,10
2002-07-09,MUMBAI,Cabbage,20
2002-07-10,DELHI,Cabbage,12
2002-07-12,DELHI,Cabbage,21
2002-07-12,MUMBAI,Cabbage,22
2002-07-12,KOLKATA,Cabbage,28
2002-07-13,DELHI,Cabbage,30
2002-07-13,MUMBAI,Cabbage,40
2002-07-13,KOLKATA,Cabbage,24
2002-08-10,DELHI,Cabbage,27
2002-08-11,DELHI,Cabbage,20
2002-08-11,MUMBAI,Cabbage,25
2002-08-12,DELHI,Cabbage,27
2002-08-12,MUMBAI,Cabbage,22
2002-08-12,KOLKATA,Cabbage,22
2002-08-13,DELHI,Cabbage,40
2002-08-13,MUMBAI,Cabbage,42
2002-08-13,KOLKATA,Cabbage,25
2002-09-09,DELHI,Cabbage,21
2002-09-09,MUMBAI,Cabbage,22
2002-09-11,DELHI,Cabbage,24
2002-09-11,MUMBAI,Cabbage,23
2002-09-13,DELHI,Cabbage,55
2002-09-13,MUMBAI,Cabbage,40
2002-09-13,KOLKATA,Cabbage,28
2002-11-10,DELHI,Cabbage,24
2002-11-11,DELHI,Cabbage,18
2002-11-11,MUMBAI,Cabbage,23
2002-11-12,DELHI,Cabbage,16
2002-11-12,MUMBAI,Cabbage,12
2002-11-12,KOLKATA,Cabbage,20
2002-12-08,DELHI,Cabbage,20
2002-12-08,MUMBAI,Cabbage,18
2002-12-09,DELHI,Cabbage,11
2002-12-09,MUMBAI,Cabbage,17
2002-12-10,DELHI,Cabbage,26
2002-12-11,DELHI,Cabbage,12
2002-12-11,MUMBAI,Cabbage,20
2002-12-13,DELHI,Cabbage,46
2002-12-13,KOLKATA,Cabbage,25
2003-01-11,DELHI,Cabbage,19
2003-01-12,DELHI,Cabbage,14
2003-01-12,MUMBAI,Cabbage,13
2003-01-13,DELHI,Cabbage,15
2003-01-13,MUMBAI,Cabbage,12
2003-01-13,KOLKATA,Cabbage,8
2003-01-14,DELHI,Cabbage,22
2003-01-14,MUMBAI,Cabbage,26
2003-01-14,KOLKATA,Cabbage,10
2003-02-09,DELHI,Cabbage,20
2003-02-09,MUMBAI,Cabbage,18
2003-02-10,DELHI,Cabbage,11
2003-02-11,DELHI,Cabbage,11
2003-02-12,DELHI,Cabbage,13
2003-02-12,MUMBAI,Cabbage,15
2003-03-09,DELHI,Cabbage,20
2003-03-09,MUMBAI,Cabbage,18
2003-03-10,DELHI,Cabbage,11
2003-03-10,MUMBAI,Cabbage,18
2003-03-11,DELHI,Cabbage,11
2003-04-12,DELHI,Cabbage,21
2003-04-12,MUMBAI,Cabbage,28
2003-04-13,DELHI,Cabbage,15
2003-04-13,MUMBAI,Cabbage,18
2003-04-13,KOLKATA,Cabbage,8
2003-05-10,DELHI,Cabbage,11
2003-05-11,DELHI,Cabbage,13
2003-05-12,DELHI,Cabbage,23
2003-05-12,MUMBAI,Cabbage,32
2003-05-13,DELHI,Cabbage,17
2003-05-13,MUMBAI,Cabbage,22
2003-05-13,KOLKATA,Cabbage,8
2003-06-09,DELHI,Cabbage,10
2003-06-09,MUMBAI,Cabbage,16
2003-06-10,DELHI,Cabbage,10
2003-06-11,DELHI,Cabbage,11
2003-06-13,DELHI,Cabbage,16
2003-06-13,MUMBAI,Cabbage,26
2003-06-13,KOLKATA,Cabbage,8
2003-07-09,DELHI,Cabbage,11
2003-07-09,MUMBAI,Cabbage,20
2003-07-12,DELHI,Cabbage,21
2003-07-12,MUMBAI,Cabbage,22
2003-07-12,KOLKATA,Cabbage,30
2003-07-13,DELHI,Cabbage,30
2003-07-13,MUMBAI,Cabbage,40
2003-07-13,KOLKATA,Cabbage,24
2003-08-09,DELHI,Cabbage,21
2003-08-09,MUMBAI,Cabbage,21
2003-08-10,DELHI,Cabbage,27
2003-08-11,DELHI,Cabbage,20
2003-08-11,MUMBAI,Cabbage,25
2003-08-12,DELHI,Cabbage,27
2003-08-12,MUMBAI,Cabbage,22
2003-08-12,KOLKATA,Cabbage,22
2003-09-09,DELHI,Cabbage,22
2003-09-09,MUMBAI,Cabbage,22
2003-09-10,DELHI,Cabbage,27
2003-09-12,DELHI,Cabbage,26
2003-09-12,MUMBAI,Cabbage,14
2003-09-12,KOLKATA,Cabbage,20
2003-09-13,DELHI,Cabbage,56
2003-09-13,MUMBAI,Cabbage,40
2003-09-13,KOLKATA,Cabbage,28
2003-10-08,DELHI,Cabbage,19
2003-10-11,DELHI,Cabbage,29
2003-10-11,MUMBAI,Cabbage,24
2003-10-12,DELHI,Cabbage,20
2003-10-12,MUMBAI,Cabbage,16
2003-10-12,KOLKATA,Cabbage,20
2003-10-13,DELHI,Cabbage,44
2003-10-13,MUMBAI,Cabbage,32
2003-10-13,KOLKATA,Cabbage,28
2003-11-08,MUMBAI,Cabbage,18
2003-11-09,DELHI,Cabbage,18
2003-11-09,MUMBAI,Cabbage,18
2003-11-10,DELHI,Cabbage,24
2003-11-11,DELHI,Cabbage,18
2003-11-11,MUMBAI,Cabbage,23
2003-12-08,DELHI,Cabbage,20
2003-12-08,MUMBAI,Cabbage,18
2003-12-09,DELHI,Cabbage,11
2003-12-09,MUMBAI,Cabbage,17
2003-12-10,DELHI,Cabbage,24
2003-12-12,DELHI,Cabbage,15
2003-12-12,MUMBAI,Cabbage,12
2003-12-12,KOLKATA,Cabbage,14
2003-12-13,DELHI,Cabbage,46
2003-12-13,MUMBAI,Cabbage,29
2003-12-13,KOLKATA,Cabbage,25
2004-01-10,DELHI,Cabbage,12
2004-01-11,DELHI,Cabbage,18
2004-01-12,DELHI,Cabbage,14
2004-01-12,MUMBAI,Cabbage,16
2004-01-13,DELHI,Cabbage,15
2004-01-13,MUMBAI,Cabbage,11
2004-01-13,KOLKATA,Cabbage,8
2004-02-09,DELHI,Cabbage,20
2004-02-09,MUMBAI,Cabbage,18
2004-02-10,DELHI,Cabbage,11
2004-02-11,DELHI,Cabbage,11
2004-02-13,DELHI,Cabbage,14
2004-02-13,MUMBAI,Cabbage,14
2004-02-13,KOLKATA,Cabbage,10
2004-03-09,DELHI,Cabbage,20
2004-03-09,MUMBAI,Cabbage,18
2004-03-10,DELHI,Cabbage,10
2004-03-10,MUMBAI,Cabbage,18
2004-03-11,DELHI,Cabbage,11
2004-03-13,DELHI,Cabbage,11
2004-03-13,MUMBAI,Cabbage,16
2004-03-13,KOLKATA,Cabbage,7
2004-04-11,DELHI,Cabbage,10
2004-04-12,DELHI,Cabbage,20
2004-04-12,MUMBAI,Cabbage,28
2004-04-13,DELHI,Cabbage,13
2004-04-13,MUMBAI,Cabbage,18
2004-04-13,KOLKATA,Cabbage,8
2004-05-09,DELHI,Cabbage,9
2004-05-09,MUMBAI,Cabbage,14
2004-05-10,DELHI,Cabbage,12
2004-05-11,DELHI,Cabbage,13
2004-05-12,DELHI,Cabbage,23
2004-05-12,MUMBAI,Cabbage,32
2004-06-09,DELHI,Cabbage,10
2004-06-09,MUMBAI,Cabbage,16
2004-06-10,DELHI,Cabbage,10
2004-06-12,DELHI,Cabbage,23
2004-06-12,MUMBAI,Cabbage,26
2004-06-13,DELHI,Cabbage,16
2004-06-13,MUMBAI,Cabbage,26
2004-06-13,KOLKATA,Cabbage,10
2004-07-11,DELHI,Cabbage,16
2004-07-11,MUMBAI,Cabbage,20
2004-07-12,DELHI,Cabbage,21
2004-07-12,MUMBAI,Cabbage,22
2004-07-12,KOLKATA,Cabbage,28
2004-07-13,DELHI,Cabbage,30
2004-07-13,MUMBAI,Cabbage,40
2004-07-13,KOLKATA,Cabbage,24
2004-08-09,DELHI,Cabbage,22
2004-08-09,MUMBAI,Cabbage,21
2004-08-10,DELHI,Cabbage,27
2004-08-11,DELHI,Cabbage,20
2004-08-11,MUMBAI,Cabbage,25
2004-09-09,DELHI,Cabbage,22
2004-09-09,MUMBAI,Cabbage,22
2004-09-12,DELHI,Cabbage,24
2004-09-12,MUMBAI,Cabbage,14
2004-09-12,KOLKATA,Cabbage,20
2004-09-13,DELHI,Cabbage,56
2004-09-13,MUMBAI,Cabbage,37
2004-09-13,KOLKATA,Cabbage,28
2004-10-10,DELHI,Cabbage,27
2004-10-11,DELHI,Cabbage,29
2004-10-11,MUMBAI,Cabbage,24
2004-10-12,MUMBAI,Cabbage,16
2004-10-12,KOLKATA,Cabbage,20
2004-10-13,DELHI,Cabbage,44
2004-10-13,MUMBAI,Cabbage,32
2004-11-08,MUMBAI,Cabbage,18
2004-11-09,DELHI,Cabbage,18
2004-11-09,MUMBAI,Cabbage,18
2004-11-10,DELHI,Cabbage,24
2004-11-11,DELHI,Cabbage,18
2004-11-11,MUMBAI,Cabbage,22
2004-11-13,DELHI,Cabbage,52
2004-11-13,KOLKATA,Cabbage,32
2004-12-08,DELHI,Cabbage,20
2004-12-08,MUMBAI,Cabbage,18
2004-12-09,DELHI,Cabbage,11
2004-12-09,MUMBAI,Cabbage,17
2004-12-12,DELHI,Cabbage,15
2004-12-12,MUMBAI,Cabbage,12
2004-12-12,KOLKATA,Cabbage,14
2005-01-09,DELHI,Cabbage,20
2005-01-09,MUMBAI,Cabbage,18
2005-01-10,DELHI,Cabbage,11
2005-01-12,DELHI,Cabbage,14
2005-01-12,MUMBAI,Cabbage,16
2005-02-09,DELHI,Cabbage,20
2005-02-09,MUMBAI,Cabbage,18
2005-02-10,DELHI,Cabbage,10
2005-02-13,DELHI,Cabbage,15
2005-02-13,MUMBAI,Cabbage,14
2005-02-13,KOLKATA,Cabbage,10
2005-03-09,DELHI,Cabbage,20
2005-03-09,MUMBAI,Cabbage,18
2005-03-10,DELHI,Cabbage,10
2005-03-10,MUMBAI,Cabbage,18
2005-03-12,DELHI,Cabbage,18
2005-03-12,MUMBAI,Cabbage,19
2005-03-13,DELHI,Cabbage,11
2005-03-13,MUMBAI,Cabbage,16
2005-03-13,KOLKATA,Cabbage,7
2005-04-10,DELHI,Cabbage,13
2005-04-11,DELHI,Cabbage,11
2005-04-13,DELHI,Cabbage,13
2005-04-13,MUMBAI,Cabbage,18
2005-04-13,KOLKATA,Cabbage,8
2005-05-09,DELHI,Cabbage,9
2005-05-09,MUMBAI,Cabbage,14
2005-05-10,DELHI,Cabbage,12
2005-05-11,DELHI,Cabbage,12
2005-06-09,DELHI,Cabbage,10
2005-06-09,MUMBAI,Cabbage,16
2005-06-12,DELHI,Cabbage,23
2005-06-12,MUMBAI,Cabbage,26
2005-06-13,DELHI,Cabbage,15
2005-06-13,MUMBAI,Cabbage,28
2005-06-13,KOLKATA,Cabbage,10
2005-07-10,DELHI,Cabbage,12
2005-07-11,DELHI,Cabbage,16
2005-07-11,MUMBAI,Cabbage,24
2005-07-12,DELHI,Cabbage,22
2005-07-12,MUMBAI,Cabbage,22
2005-07-12,KOLKATA,Cabbage,28
2005-07-13,DELHI,Cabbage,32
2005-07-13,MUMBAI,Cabbage,40
2005-07-13,KOLKATA,Cabbage,24
2005-08-09,DELHI,Cabbage,22
2005-08-09,MUMBAI,Cabbage,21
2005-08-10,DELHI,Cabbage,27
2005-08-11,DELHI,Cabbage,20
2005-08-11,MUMBAI,Cabbage,25
2005-08-13,MUMBAI,Cabbage,42
2005-08-13,KOLKATA,Cabbage,25
2005-09-11,DELHI,Cabbage,24
2005-09-11,MUMBAI,Cabbage,23
2005-09-12,DELHI,Cabbage,24
2005-09-12,MUMBAI,Cabbage,14
2005-09-12,KOLKATA,Cabbage,20
2005-09-13,DELHI,Cabbage,55
2005-09-13,MUMBAI,Cabbage,41
2005-09-13,KOLKATA,Cabbage,28
2005-10-09,DELHI,Cabbage,21
2005-10-09,MUMBAI,Cabbage,22
2005-10-10,DELHI,Cabbage,27
2005-10-11,DELHI,Cabbage,29
2005-10-11,MUMBAI,Cabbage,23
2005-10-12,DELHI,Cabbage,20
2005-10-12,MUMBAI,Cabbage,16
2005-10-12,KOLKATA,Cabbage,20
2005-11-08,DELHI,Cabbage,22
2005-11-08,MUMBAI,Cabbage,21
2005-11-09,DELHI,Cabbage,18
2005-11-09,MUMBAI,Cabbage,17
2005-11-12,DELHI,Cabbage,18
2005-11-12,MUMBAI,Cabbage,12
2005-11-12,KOLKATA,Cabbage,20
2005-11-13,DELHI,Cabbage,52
2005-12-08,DELHI,Cabbage,20
2005-12-08,MUMBAI,Cabbage,18
2005-12-11,DELHI,Cabbage,11
2005-12-11,MUMBAI,Cabbage,19
2005-12-12,DELHI,Cabbage,15
2005-12-12,MUMBAI,Cabbage,12
2005-12-12,KOLKATA,Cabbage,14
2005-12-13,DELHI,Cabbage,46
2005-12-13,MUMBAI,Cabbage,29
2005-12-13,KOLKATA,Cabbage,25
2006-01-09,DELHI,Cabbage,20
2006-01-09,MUMBAI,Cabbage,18
2006-01-10,DELHI,Cabbage,12
2006-01-11,DELHI,Cabbage,17
2006-01-12,DELHI,Cabbage,14
2006-01-12,MUMBAI,Cabbage,16
2006-01-14,DELHI,Cabbage,20
2006-01-14,KOLKATA,Cabbage,10
2006-02-09,DELHI,Cabbage,20
2006-02-09,MUMBAI,Cabbage,18
2006-02-12,DELHI,Cabbage,14
2006-02-12,MUMBAI,Cabbage,15
2006-02-13,DELHI,Cabbage,15
2006-02-13,MUMBAI,Cabbage,14
2006-02-13,KOLKATA,Cabbage,10
2006-03-09,DELHI,Cabbage,20
2006-03-09,MUMBAI,Cabbage,18
2006-03-12,DELHI,Cabbage,18
2006-03-12,MUMBAI,Cabbage,19
2006-03-13,DELHI,Cabbage,11
2006-03-13,MUMBAI,Cabbage,16
2006-03-13,KOLKATA,Cabbage,7
2006-04-09,DELHI,Cabbage,9
2006-04-09,MUMBAI,Cabbage,14
2006-04-10,DELHI,Cabbage,13
2006-04-11,DELHI,Cabbage,11
2006-05-09,DELHI,Cabbage,9
2006-05-09,MUMBAI,Cabbage,14
2006-05-10,DELHI,Cabbage,12
2006-05-11,DELHI,Cabbage,12
2006-05-13,DELHI,Cabbage,15
2006-05-13,MUMBAI,Cabbage,22
2006-05-13,KOLKATA,Cabbage,8
2006-06-11,DELHI,Cabbage,11
2006-06-12,DELHI,Cabbage,23
2006-06-12,MUMBAI,Cabbage,26
2006-06-13,DELHI,Cabbage,15
2006-06-13,MUMBAI,Cabbage,28
2006-06-13,KOLKATA,Cabbage,10
2006-07-09,DELHI,Cabbage,15
2006-07-09,MUMBAI,Cabbage,20
2006-07-10,DELHI,Cabbage,12
2006-07-11,DELHI,Cabbage,16
2006-07-11,MUMBAI,Cabbage,24
2006-07-12,DELHI,Cabbage,22
2006-07-12,MUMBAI,Cabbage,22
2006-07-12,KOLKATA,Cabbage,28
2006-08-09,DELHI,Cabbage,22
2006-08-09,MUMBAI,Cabbage,21
2006-08-10,DELHI,Cabbage,28
2006-08-12,DELHI,Cabbage,27
2006-08-12,MUMBAI,Cabbage,20
2006-08-12,KOLKATA,Cabbage,22
2006-08-13,DELHI,Cabbage,45
2006-08-13,MUMBAI,Cabbage,42
2006-08-13,KOLKATA,Cabbage,25
2006-09-10,DELHI,Cabbage,28
2006-09-11,DELHI,Cabbage,25
2006-09-11,MUMBAI,Cabbage,23
2006-09-12,DELHI,Cabbage,24
2006-09-12,MUMBAI,Cabbage,14
2006-09-12,KOLKATA,Cabbage,20
2006-09-13,DELHI,Cabbage,55
2006-09-13,MUMBAI,Cabbage,41
2006-09-13,KOLKATA,Cabbage,28
2006-10-08,DELHI,Cabbage,19
2006-10-09,DELHI,Cabbage,21
2006-10-09,MUMBAI,Cabbage,20
2006-10-10,DELHI,Cabbage,28
2006-11-08,DELHI,Cabbage,22
2006-11-08,MUMBAI,Cabbage,18
2006-11-09,DELHI,Cabbage,17
2006-11-09,MUMBAI,Cabbage,17
2006-11-12,DELHI,Cabbage,16
2006-11-12,MUMBAI,Cabbage,12
2006-11-12,KOLKATA,Cabbage,20
2006-11-13,DELHI,Cabbage,52
2006-11-13,MUMBAI,Cabbage,34
2006-11-13,KOLKATA,Cabbage,32
2006-12-10,DELHI,Cabbage,25
2006-12-12,DELHI,Cabbage,15
2006-12-12,MUMBAI,Cabbage,12
2006-12-12,KOLKATA,Cabbage,14
2006-12-13,DELHI,Cabbage,41
2006-12-13,MUMBAI,Cabbage,29
2006-12-13,KOLKATA,Cabbage,25
2007-01-09,DELHI,Cabbage,20
2007-01-09,MUMBAI,Cabbage,18
2007-01-10,DELHI,Cabbage,11
2007-01-11,DELHI,Cabbage,17
2007-01-13,DELHI,Cabbage,14
2007-01-13,MUMBAI,Cabbage,11
2007-01-13,KOLKATA,Cabbage,8
2007-01-14,DELHI,Cabbage,20
2007-01-14,MUMBAI,Cabbage,22
2007-01-14,KOLKATA,Cabbage,10
2007-02-11,DELHI,Cabbage,12
2007-02-12,DELHI,Cabbage,14
2007-02-12,MUMBAI,Cabbage,15
2007-02-13,DELHI,Cabbage,15
2007-02-13,MUMBAI,Cabbage,14
2007-02-13,KOLKATA,Cabbage,10
2007-03-11,DELHI,Cabbage,12
2007-03-12,DELHI,Cabbage,18
2007-03-12,MUMBAI,Cabbage,19
2007-03-13,DELHI,Cabbage,12
2007-03-13,MUMBAI,Cabbage,16
2007-03-13,KOLKATA,Cabbage,7
2007-04-10,DELHI,Cabbage,12
2007-04-11,DELHI,Cabbage,11
2007-05-10,DELHI,Cabbage,12
2007-05-12,DELHI,Cabbage,22
2007-05-12,MUMBAI,Cabbage,34
2007-05-13,DELHI,Cabbage,15
2007-05-13,MUMBAI,Cabbage,22
2007-05-13,KOLKATA,Cabbage,8
2007-06-10,DELHI,Cabbage,10
2007-06-11,DELHI,Cabbage,10
2007-06-12,DELHI,Cabbage,23
2007-06-12,MUMBAI,Cabbage,26
2007-06-13,DELHI,Cabbage,16
2007-06-13,MUMBAI,Cabbage,28
2007-06-13,KOLKATA,Cabbage,10
2007-07-09,DELHI,Cabbage,15
2007-07-09,MUMBAI,Cabbage,20
2007-07-10,DELHI,Cabbage,12
2007-07-11,DELHI,Cabbage,16
2007-07-11,MUMBAI,Cabbage,24
2007-08-09,DELHI,Cabbage,24
2007-08-09,MUMBAI,Cabbage,21
2007-08-12,DELHI,Cabbage,29
2007-08-12,MUMBAI,Cabbage,20
2007-08-12,KOLKATA,Cabbage,20
2007-08-13,DELHI,Cabbage,45
2007-08-13,MUMBAI,Cabbage,42
2007-08-13,KOLKATA,Cabbage,25
2007-09-09,DELHI,Cabbage,22
2007-09-09,MUMBAI,Cabbage,22
2007-09-10,DELHI,Cabbage,28
2007-09-11,DELHI,Cabbage,25
2007-09-11,MUMBAI,Cabbage,24
2007-09-12,DELHI,Cabbage,25
2007-09-12,MUMBAI,Cabbage,14
2007-09-12,KOLKATA,Cabbage,20
2007-10-08,DELHI,Cabbage,19
2007-10-09,DELHI,Cabbage,21
2007-10-09,MUMBAI,Cabbage,20
2007-10-10,DELHI,Cabbage,26
2007-10-11,DELHI,Cabbage,28
2007-10-11,MUMBAI,Cabbage,23
2007-10-13,DELHI,Cabbage,42
2007-10-13,MUMBAI,Cabbage,32
2007-10-13,KOLKATA,Cabbage,28
2007-11-08,DELHI,Cabbage,20
2007-11-08,MUMBAI,Cabbage,18
2007-11-12,DELHI,Cabbage,16
2007-11-12,MUMBAI,Cabbage,12
2007-11-12,KOLKATA,Cabbage,20
2007-11-13,DELHI,Cabbage,53
2007-11-13,MUMBAI,Cabbage,35
2007-11-13,KOLKATA,Cabbage,32
2007-12-09,DELHI,Cabbage,11
2007-12-09,MUMBAI,Cabbage,17
2007-12-10,DELHI,Cabbage,25
2007-12-11,DELHI,Cabbage,11
2007-12-11,MUMBAI,Cabbage,19
2007-12-12,DELHI,Cabbage,15
2007-12-12,MUMBAI,Cabbage,11
2007-12-12,KOLKATA,Cabbage,14
2008-01-10,DELHI,Cabbage,12
2008-01-13,DELHI,Cabbage,14
2008-01-13,MUMBAI,Cabbage,11
2008-01-13,KOLKATA,Cabbage,8
2008-01-14,DELHI,Cabbage,20
2008-01-14,MUMBAI,Cabbage,22
2008-01-14,KOLKATA,Cabbage,10
2008-02-10,DELHI,Cabbage,10
2008-02-11,DELHI,Cabbage,12
2008-02-12,DELHI,Cabbage,14
2008-02-12,MUMBAI,Cabbage,17
2008-02-13,DELHI,Cabbage,14
2008-02-13,MUMBAI,Cabbage,14
2008-02-13,KOLKATA,Cabbage,10
2008-03-10,DELHI,Cabbage,10
2008-03-10,MUMBAI,Cabbage,18
2008-03-11,DELHI,Cabbage,11
2008-03-13,DELHI,Cabbage,12
2008-03-13,MUMBAI,Cabbage,14
2008-03-13,KOLKATA,Cabbage,7
2008-04-09,DELHI,Cabbage,9
2008-04-09,MUMBAI,Cabbage,14
2008-04-10,DELHI,Cabbage,13
2008-04-11,DELHI,Cabbage,11
2008-04-13,DELHI,Cabbage,13
2008-04-13,MUMBAI,Cabbage,20
2008-04-13,KOLKATA,Cabbage,8
2008-05-09,DELHI,Cabbage,9
2008-05-09,MUMBAI,Cabbage,14
2008-05-12,DELHI,Cabbage,21
2008-05-12,MUMBAI,Cabbage,34
2008-05-13,DELHI,Cabbage,15
2008-05-13,MUMBAI,Cabbage,22
2008-05-13,KOLKATA,Cabbage,8
2008-06-09,DELHI,Cabbage,10
2008-06-09,MUMBAI,Cabbage,16
2008-06-10,DELHI,Cabbage,11
2008-06-11,DELHI,Cabbage,10
2008-06-12,DELHI,Cabbage,22
2008-06-12,MUMBAI,Cabbage,26
2008-07-09,DELHI,Cabbage,15
2008-07-09,MUMBAI,Cabbage,20
2008-07-10,DELHI,Cabbage,18
2008-07-11,DELHI,Cabbage,16
2008-07-11,MUMBAI,Cabbage,24
2008-07-13,DELHI,Cabbage,34
2008-07-13,MUMBAI,Cabbage,40
2008-07-13,KOLKATA,Cabbage,24
2008-08-11,DELHI,Cabbage,20
2008-08-11,MUMBAI,Cabbage,25
2008-08-12,DELHI,Cabbage,29
2008-08-12,MUMBAI,Cabbage,22
2008-08-12,KOLKATA,Cabbage,20
2008-08-13,DELHI,Cabbage,45
2008-08-13,MUMBAI,Cabbage,42
2008-08-13,KOLKATA,Cabbage,25
2008-09-09,DELHI,Cabbage,22
2008-09-09,MUMBAI,Cabbage,22
2008-09-10,DELHI,Cabbage,28
2008-09-11,DELHI,Cabbage,25
2008-09-11,MUMBAI,Cabbage,24
2008-10-08,DELHI,Cabbage,19
2008-10-09,DELHI,Cabbage,21
2008-10-09,MUMBAI,Cabbage,20
2008-10-10,DELHI,Cabbage,26
2008-10-12,DELHI,Cabbage,21
2008-10-12,MUMBAI,Cabbage,16
2008-10-12,KOLKATA,Cabbage,20
2008-10-13,DELHI,Cabbage,40
2008-10-13,MUMBAI,Cabbage,32
2008-10-13,KOLKATA,Cabbage,28
2008-11-10,DELHI,Cabbage,23
