date,centre_name,commodity_name,price
2001-08-11,KOLKATA,Onion,14
2001-08-12,DELHI,Onion,16
2001-08-12,MUMBAI,Onion,15
2001-08-12,KOLKATA,Onion,14
2001-08-13,DELHI,Onion,38
2001-08-13,MUMBAI,Onion,38
2001-08-13,KOLKATA,Onion,34
2001-08-14,DELHI,Onion,33
2001-08-14,MUMBAI,Onion,27
2001-08-14,KOLKATA,Onion,30
2001-09-03,DELHI,Onion,9
2001-09-03,MUMBAI,Onion,7.5
2001-09-03,KOLKATA,Onion,10
2001-09-04,DELHI,Onion,10
2001-09-04,MUMBAI,Onion,7.5
2001-09-04,KOLKATA,Onion,8
2001-09-05,DELHI,Onion,14
2001-09-05,MUMBAI,Onion,12
2001-09-05,KOLKATA,Onion,11
2001-09-06,DELHI,Onion,10
2001-09-06,MUMBAI,Onion,9
2001-09-06,KOLKATA,Onion,8
2001-09-08,DELHI,Onion,16
2001-09-08,MUMBAI,Onion,13
2001-09-08,KOLKATA,Onion,7
2001-09-09,DELHI,Onion,16
2001-09-09,MUMBAI,Onion,12
2001-09-09,KOLKATA,Onion,12
2001-09-10,DELHI,Onion,19
2001-09-10,MUMBAI,Onion,13
2001-09-10,KOLKATA,Onion,16
2001-09-11,DELHI,Onion,21
2001-09-11,MUMBAI,Onion,19
2001-09-11,KOLKATA,Onion,14
2001-09-14,DELHI,Onion,30
2001-09-14,MUMBAI,Onion,32
2001-09-14,KOLKATA,Onion,25
2001-10-01,DELHI,Onion,10
2001-10-01,MUMBAI,Onion,6.5
2001-10-01,KOLKATA,Onion,10
2001-10-02,DELHI,Onion,10
2001-10-02,MUMBAI,Onion,7.5
2001-10-02,KOLKATA,Onion,8
2001-10-03,DELHI,Onion,12
2001-10-03,MUMBAI,Onion,9
2001-10-03,KOLKATA,Onion,10
2001-10-04,DELHI,Onion,9
2001-10-04,MUMBAI,Onion,8
2001-10-04,KOLKATA,Onion,10
2001-10-07,DELHI,Onion,27
2001-10-07,MUMBAI,Onion,21
2001-10-07,KOLKATA,Onion,20
2001-10-08,DELHI,Onion,15
2001-10-08,MUMBAI,Onion,13
2001-10-08,KOLKATA,Onion,12
2001-10-09,DELHI,Onion,16
2001-10-09,MUMBAI,Onion,12
2001-10-09,KOLKATA,Onion,14
2001-10-10,DELHI,Onion,26
2001-10-10,MUMBAI,Onion,23
2001-10-10,KOLKATA,Onion,24
2001-10-12,DELHI,Onion,15
2001-10-12,MUMBAI,Onion,14
2001-10-12,KOLKATA,Onion,16
2001-10-13,DELHI,Onion,62
2001-10-13,MUMBAI,Onion,59
2001-10-13,KOLKATA,Onion,55
2001-11-01,DELHI,Onion,10
2001-11-01,MUMBAI,Onion,8
2001-11-01,KOLKATA,Onion,12
2001-11-02,DELHI,Onion,12
2001-11-02,MUMBAI,Onion,9.5
2001-11-02,KOLKATA,Onion,8
2001-11-04,DELHI,Onion,11
2001-11-04,MUMBAI,Onion,8.5
2001-11-04,KOLKATA,Onion,12
2001-11-06,DELHI,Onion,11
2001-11-06,MUMBAI,Onion,9
2001-11-06,KOLKATA,Onion,10
2001-11-07,DELHI,Onion,21
2001-11-07,MUMBAI,Onion,19
2001-11-07,KOLKATA,Onion,22
2001-11-10,DELHI,Onion,26
2001-11-10,MUMBAI,Onion,23
2001-11-10,KOLKATA,Onion,24
2001-11-11,DELHI,Onion,21
2001-11-11,MUMBAI,Onion,22
2001-11-11,KOLKATA,Onion,18
2001-11-12,MUMBAI,Onion,19
2001-11-12,KOLKATA,Onion,18
2001-11-13,DELHI,Onion,65
2001-11-13,MUMBAI,Onion,67
2001-11-13,KOLKATA,Onion,60
2001-12-04,DELHI,Onion,9.5
2001-12-04,MUMBAI,Onion,8.5
2001-12-04,KOLKATA,Onion,8
2001-12-05,DELHI,Onion,14
2001-12-05,MUMBAI,Onion,15
2001-12-05,KOLKATA,Onion,18
2001-12-06,DELHI,Onion,9
2001-12-06,MUMBAI,Onion,11
2001-12-06,KOLKATA,Onion,10
2001-12-08,DELHI,Onion,21
2001-12-08,MUMBAI,Onion,17
2001-12-08,KOLKATA,Onion,18
2001-12-09,DELHI,Onion,22
2001-12-09,MUMBAI,Onion,25
2001-12-09,KOLKATA,Onion,34
2001-12-10,DELHI,Onion,34
2001-12-10,MUMBAI,Onion,40
2001-12-10,KOLKATA,Onion,34
2001-12-11,DELHI,Onion,17
2001-12-14,DELHI,Onion,30
2001-12-14,MUMBAI,Onion,32
2001-12-14,KOLKATA,Onion,25
2002-01-01,DELHI,Onion,8
2002-01-01,MUMBAI,Onion,9
2002-01-01,KOLKATA,Onion,9
2002-01-02,DELHI,Onion,9
2002-01-02,MUMBAI,Onion,7.5
2002-01-02,KOLKATA,Onion,8
2002-01-03,DELHI,Onion,6.5
2002-01-03,MUMBAI,Onion,7
2002-01-03,KOLKATA,Onion,6
2002-01-04,DELHI,Onion,13
2002-01-04,MUMBAI,Onion,9.5
2002-01-04,KOLKATA,Onion,10
2002-01-06,DELHI,Onion,11
2002-01-06,MUMBAI,Onion,9
2002-01-06,KOLKATA,Onion,8
2002-01-07,DELHI,Onion,12
2002-01-07,MUMBAI,Onion,11
2002-01-07,KOLKATA,Onion,10
2002-01-08,DELHI,Onion,10
2002-01-08,MUMBAI,Onion,8
2002-01-08,KOLKATA,Onion,10
2002-01-09,DELHI,Onion,21
2002-01-09,MUMBAI,Onion,17
2002-01-09,KOLKATA,Onion,18
2002-01-12,DELHI,Onion,15
2002-01-12,MUMBAI,Onion,14
2002-01-12,KOLKATA,Onion,10
2002-01-13,DELHI,Onion,23
2002-01-13,MUMBAI,Onion,16
2002-01-13,KOLKATA,Onion,20
2002-01-14,DELHI,Onion,25
2002-01-14,MUMBAI,Onion,25
2002-01-14,KOLKATA,Onion,22
2002-01-15,DELHI,Onion,32
2002-01-15,MUMBAI,Onion,29
2002-01-15,KOLKATA,Onion,28
2002-02-01,DELHI,Onion,9
2002-02-01,MUMBAI,Onion,9
2002-02-01,KOLKATA,Onion,8
2002-02-05,DELHI,Onion,8
2002-02-05,MUMBAI,Onion,8
2002-02-05,KOLKATA,Onion,6
2002-02-06,DELHI,Onion,7
2002-02-06,MUMBAI,Onion,9
2002-02-06,KOLKATA,Onion,7
2002-02-07,DELHI,Onion,16
2002-02-07,MUMBAI,Onion,15
2002-02-07,KOLKATA,Onion,14
2002-02-09,DELHI,Onion,20
2002-02-09,MUMBAI,Onion,18
2002-02-09,KOLKATA,Onion,20
2002-02-10,DELHI,Onion,23
2002-02-10,MUMBAI,Onion,19
2002-02-10,KOLKATA,Onion,26
2002-02-11,DELHI,Onion,25
2002-02-11,MUMBAI,Onion,25
2002-02-11,KOLKATA,Onion,25
2002-02-12,DELHI,Onion,13
2002-02-12,MUMBAI,Onion,13
2002-02-12,KOLKATA,Onion,10
2002-02-15,DELHI,Onion,32
2002-02-15,MUMBAI,Onion,27
2002-02-15,KOLKATA,Onion,25
2002-03-01,DELHI,Onion,8
2002-03-01,MUMBAI,Onion,7
2002-03-01,KOLKATA,Onion,8
2002-03-05,DELHI,Onion,8
2002-03-05,MUMBAI,Onion,7
2002-03-05,KOLKATA,Onion,6
2002-03-06,DELHI,Onion,7
2002-03-06,MUMBAI,Onion,7
2002-03-06,KOLKATA,Onion,5
2002-03-07,DELHI,Onion,15
2002-03-07,MUMBAI,Onion,12
2002-03-07,KOLKATA,Onion,10
2002-03-09,DELHI,Onion,18
2002-03-09,MUMBAI,Onion,15
2002-03-09,KOLKATA,Onion,14
2002-03-10,DELHI,Onion,20
2002-03-10,MUMBAI,Onion,17
2002-03-10,KOLKATA,Onion,16
2002-03-12,DELHI,Onion,14
2002-03-12,MUMBAI,Onion,12
2002-03-12,KOLKATA,Onion,12
2002-03-15,DELHI,Onion,32
2002-03-15,MUMBAI,Onion,26
2002-03-15,KOLKATA,Onion,24
2002-04-02,DELHI,Onion,6
2002-04-02,MUMBAI,Onion,7
2002-04-02,KOLKATA,Onion,6
2002-04-03,DELHI,Onion,7
2002-04-03,MUMBAI,Onion,4.5
2002-04-03,KOLKATA,Onion,5.5
2002-04-04,DELHI,Onion,8.5
2002-04-04,MUMBAI,Onion,7
2002-04-04,KOLKATA,Onion,8
2002-04-07,DELHI,Onion,12
2002-04-07,MUMBAI,Onion,9
2002-04-07,KOLKATA,Onion,10
2002-04-08,DELHI,Onion,10
2002-04-08,MUMBAI,Onion,7
2002-04-08,KOLKATA,Onion,8
2002-04-09,DELHI,Onion,14
2002-04-09,MUMBAI,Onion,12
2002-04-09,KOLKATA,Onion,14
2002-04-12,DELHI,Onion,15
2002-04-12,MUMBAI,Onion,12
2002-04-12,KOLKATA,Onion,8
2002-04-13,DELHI,Onion,22
2002-04-13,MUMBAI,Onion,22
2002-04-13,KOLKATA,Onion,16
2002-04-14,DELHI,Onion,21
2002-04-14,MUMBAI,Onion,23
2002-04-14,KOLKATA,Onion,16
2002-05-01,DELHI,Onion,6
2002-05-01,MUMBAI,Onion,6
2002-05-01,KOLKATA,Onion,6.5
2002-05-02,DELHI,Onion,6
2002-05-02,MUMBAI,Onion,7
2002-05-02,KOLKATA,Onion,6
2002-05-03,DELHI,Onion,8
2002-05-03,MUMBAI,Onion,5.5
2002-05-03,KOLKATA,Onion,8
2002-05-05,DELHI,Onion,8
2002-05-05,MUMBAI,Onion,7
2002-05-05,KOLKATA,Onion,6
2002-05-06,DELHI,Onion,7
2002-05-06,MUMBAI,Onion,6
2002-05-06,KOLKATA,Onion,6
2002-05-08,DELHI,Onion,9
2002-05-08,MUMBAI,Onion,7
2002-05-08,KOLKATA,Onion,8
2002-05-11,DELHI,Onion,12
2002-05-11,MUMBAI,Onion,14
2002-05-11,KOLKATA,Onion,9
2002-05-12,DELHI,Onion,14
2002-05-12,MUMBAI,Onion,12
2002-05-12,KOLKATA,Onion,11
2002-05-13,DELHI,Onion,18
2002-05-13,MUMBAI,Onion,16
2002-05-13,KOLKATA,Onion,16
2002-05-14,DELHI,Onion,21
2002-05-14,MUMBAI,Onion,25
2002-05-14,KOLKATA,Onion,16
2002-06-03,DELHI,Onion,8
2002-06-03,MUMBAI,Onion,5.5
2002-06-03,KOLKATA,Onion,8
2002-06-04,DELHI,Onion,7
2002-06-04,MUMBAI,Onion,6
2002-06-04,KOLKATA,Onion,6
2002-06-05,DELHI,Onion,7
2002-06-05,MUMBAI,Onion,7
2002-06-05,KOLKATA,Onion,7
2002-06-06,DELHI,Onion,7
2002-06-06,MUMBAI,Onion,4
2002-06-06,KOLKATA,Onion,6
2002-06-08,DELHI,Onion,9
2002-06-08,MUMBAI,Onion,7
2002-06-08,KOLKATA,Onion,7
2002-06-09,DELHI,Onion,11
2002-06-09,MUMBAI,Onion,10
2002-06-09,KOLKATA,Onion,12
2002-06-10,DELHI,Onion,11
2002-06-10,MUMBAI,Onion,11
2002-06-10,KOLKATA,Onion,11
2002-06-11,DELHI,Onion,11
2002-06-11,MUMBAI,Onion,15
2002-06-11,KOLKATA,Onion,10
2002-06-14,DELHI,Onion,21
2002-06-14,MUMBAI,Onion,27
2002-06-14,KOLKATA,Onion,22
2002-07-01,DELHI,Onion,6
2002-07-01,MUMBAI,Onion,6.5
2002-07-01,KOLKATA,Onion,6
2002-07-02,DELHI,Onion,7
2002-07-02,MUMBAI,Onion,4.5
2002-07-02,KOLKATA,Onion,6
2002-07-03,DELHI,Onion,8.5
2002-07-03,MUMBAI,Onion,7.5
2002-07-03,KOLKATA,Onion,8
2002-07-04,DELHI,Onion,7
2002-07-04,MUMBAI,Onion,6.5
2002-07-04,KOLKATA,Onion,6
2002-07-07,MUMBAI,Onion,13
2002-07-07,KOLKATA,Onion,10
2002-07-08,DELHI,Onion,10
2002-07-08,MUMBAI,Onion,8
2002-07-08,KOLKATA,Onion,7
2002-07-09,DELHI,Onion,15
2002-07-09,MUMBAI,Onion,12
2002-07-09,KOLKATA,Onion,12
2002-07-10,DELHI,Onion,12
2002-07-10,MUMBAI,Onion,11
2002-07-10,KOLKATA,Onion,12
2002-07-12,DELHI,Onion,13
2002-07-12,MUMBAI,Onion,15
2002-07-12,KOLKATA,Onion,13
2002-07-13,DELHI,Onion,26
2002-07-13,MUMBAI,Onion,28
2002-07-13,KOLKATA,Onion,24
2002-07-14,DELHI,Onion,29
2002-07-14,MUMBAI,Onion,30
2002-07-14,KOLKATA,Onion,34
2002-08-01,DELHI,Onion,7
2002-08-01,MUMBAI,Onion,6.5
2002-08-01,KOLKATA,Onion,7
2002-08-02,DELHI,Onion,8
2002-08-02,MUMBAI,Onion,6.5
2002-08-02,KOLKATA,Onion,8
2002-08-04,DELHI,Onion,8.5
2002-08-04,MUMBAI,Onion,6.5
2002-08-04,KOLKATA,Onion,8
2002-08-05,DELHI,Onion,9
2002-08-05,MUMBAI,Onion,6
2002-08-05,KOLKATA,Onion,8
2002-08-06,DELHI,Onion,9
2002-08-06,MUMBAI,Onion,7
2002-08-06,KOLKATA,Onion,8
2002-08-07,DELHI,Onion,14
2002-08-07,MUMBAI,Onion,13
2002-08-07,KOLKATA,Onion,14
2002-08-10,DELHI,Onion,14
2002-08-10,MUMBAI,Onion,12
2002-08-10,KOLKATA,Onion,13
2002-08-11,DELHI,Onion,17
2002-08-11,MUMBAI,Onion,16
2002-08-11,KOLKATA,Onion,14
2002-08-12,DELHI,Onion,16
2002-08-12,MUMBAI,Onion,15
2002-08-12,KOLKATA,Onion,14
2002-08-13,DELHI,Onion,38
2002-08-13,MUMBAI,Onion,38
2002-08-13,KOLKATA,Onion,34
2002-09-02,DELHI,Onion,9
2002-09-02,MUMBAI,Onion,9
2002-09-02,KOLKATA,Onion,8
2002-09-03,DELHI,Onion,9
2002-09-03,MUMBAI,Onion,7.5
2002-09-03,KOLKATA,Onion,10
2002-09-04,DELHI,Onion,10
2002-09-04,MUMBAI,Onion,7.5
2002-09-04,KOLKATA,Onion,8
2002-09-05,DELHI,Onion,13
2002-09-05,MUMBAI,Onion,15
2002-09-05,KOLKATA,Onion,10
2002-09-08,DELHI,Onion,15
2002-09-08,MUMBAI,Onion,13
2002-09-08,KOLKATA,Onion,7
2002-09-09,DELHI,Onion,16
2002-09-09,MUMBAI,Onion,12
2002-09-09,KOLKATA,Onion,12
2002-09-11,DELHI,Onion,21
2002-09-11,MUMBAI,Onion,19
2002-09-11,KOLKATA,Onion,14
2002-09-13,DELHI,Onion,58
2002-09-13,MUMBAI,Onion,52
2002-09-13,KOLKATA,Onion,45
2002-09-14,DELHI,Onion,30
2002-09-14,MUMBAI,Onion,32
2002-09-14,KOLKATA,Onion,25
2002-11-01,DELHI,Onion,10
2002-11-01,MUMBAI,Onion,8
2002-11-01,KOLKATA,Onion,10
2002-11-04,DELHI,Onion,10
2002-11-04,MUMBAI,Onion,8.5
2002-11-04,KOLKATA,Onion,12
2002-11-05,DELHI,Onion,18
2002-11-05,MUMBAI,Onion,20
2002-11-05,KOLKATA,Onion,22
2002-11-06,DELHI,Onion,11
2002-11-06,MUMBAI,Onion,11
2002-11-06,KOLKATA,Onion,8
2002-11-07,DELHI,Onion,21
2002-11-07,MUMBAI,Onion,19
2002-11-07,KOLKATA,Onion,20
2002-11-10,DELHI,Onion,26
2002-11-10,MUMBAI,Onion,23
2002-11-10,KOLKATA,Onion,24
2002-11-11,DELHI,Onion,22
2002-11-11,MUMBAI,Onion,22
2002-11-11,KOLKATA,Onion,18
2002-11-12,DELHI,Onion,20
2002-11-12,MUMBAI,Onion,18
2002-11-12,KOLKATA,Onion,22
2002-12-02,DELHI,Onion,8
2002-12-02,MUMBAI,Onion,9.5
2002-12-02,KOLKATA,Onion,8
2002-12-03,DELHI,Onion,9
2002-12-03,MUMBAI,Onion,11.5
2002-12-03,KOLKATA,Onion,11
2002-12-04,DELHI,Onion,9.5
2002-12-04,MUMBAI,Onion,8.5
2002-12-04,KOLKATA,Onion,8
2002-12-05,DELHI,Onion,14
2002-12-05,MUMBAI,Onion,13.5
2002-12-05,KOLKATA,Onion,16
2002-12-08,DELHI,Onion,21
2002-12-08,MUMBAI,Onion,16
2002-12-08,KOLKATA,Onion,18
2002-12-09,DELHI,Onion,22
2002-12-09,MUMBAI,Onion,25
2002-12-09,KOLKATA,Onion,30
2002-12-10,DELHI,Onion,33
2002-12-10,MUMBAI,Onion,40
2002-12-10,KOLKATA,Onion,32
2002-12-11,DELHI,Onion,17
2002-12-11,MUMBAI,Onion,18
2002-12-11,KOLKATA,Onion,16
2002-12-13,DELHI,Onion,42
2002-12-13,KOLKATA,Onion,35
2002-12-14,DELHI,Onion,30
2002-12-14,MUMBAI,Onion,32
2002-12-14,KOLKATA,Onion,25
2003-01-01,DELHI,Onion,8
2003-01-01,MUMBAI,Onion,9
2003-01-01,KOLKATA,Onion,9
2003-01-02,DELHI,Onion,9
2003-01-02,MUMBAI,Onion,8
2003-01-02,KOLKATA,Onion,8
2003-01-03,DELHI,Onion,6.5
2003-01-03,MUMBAI,Onion,7
2003-01-03,KOLKATA,Onion,6
2003-01-05,DELHI,Onion,8
2003-01-05,MUMBAI,Onion,8.5
2003-01-05,KOLKATA,Onion,8
2003-01-06,DELHI,Onion,10
2003-01-06,MUMBAI,Onion,9
2003-01-06,KOLKATA,Onion,8
2003-01-07,DELHI,Onion,12
2003-01-07,MUMBAI,Onion,13
2003-01-07,KOLKATA,Onion,10
2003-01-08,DELHI,Onion,10
2003-01-08,MUMBAI,Onion,8
2003-01-08,KOLKATA,Onion,10
2003-01-11,DELHI,Onion,52
2003-01-11,MUMBAI,Onion,53
2003-01-11,KOLKATA,Onion,45
2003-01-12,DELHI,Onion,15
2003-01-12,MUMBAI,Onion,14
2003-01-12,KOLKATA,Onion,12
2003-01-13,DELHI,Onion,23
2003-01-13,MUMBAI,Onion,18
2003-01-13,KOLKATA,Onion,20
2003-01-14,DELHI,Onion,25
2003-01-14,MUMBAI,Onion,26
2003-01-14,KOLKATA,Onion,25
2003-02-03,DELHI,Onion,6
2003-02-03,MUMBAI,Onion,4.5
2003-02-03,KOLKATA,Onion,4
2003-02-04,DELHI,Onion,12
2003-02-04,MUMBAI,Onion,10.5
2003-02-04,KOLKATA,Onion,14
2003-02-05,DELHI,Onion,8
2003-02-05,MUMBAI,Onion,8
2003-02-05,KOLKATA,Onion,6
2003-02-06,DELHI,Onion,7
2003-02-06,MUMBAI,Onion,9
2003-02-06,KOLKATA,Onion,7
2003-02-09,DELHI,Onion,19
2003-02-09,MUMBAI,Onion,17
2003-02-09,KOLKATA,Onion,19
2003-02-10,DELHI,Onion,24
2003-02-10,MUMBAI,Onion,19
2003-02-10,KOLKATA,Onion,26
2003-02-11,DELHI,Onion,23
2003-02-11,MUMBAI,Onion,25
2003-02-11,KOLKATA,Onion,20
2003-02-12,DELHI,Onion,13
2003-02-12,MUMBAI,Onion,13
2003-02-12,KOLKATA,Onion,10
2003-02-14,DELHI,Onion,25
2003-02-14,MUMBAI,Onion,23
2003-02-14,KOLKATA,Onion,18
2003-02-15,DELHI,Onion,32
2003-02-15,MUMBAI,Onion,27
2003-02-15,KOLKATA,Onion,25
2003-03-03,DELHI,Onion,6
2003-03-03,MUMBAI,Onion,3.5
2003-03-03,KOLKATA,Onion,4
2003-03-04,DELHI,Onion,10.5
